username,orig_sentence,cleaned_sentence,category,sub-category
tweets_vandu712,#KapilExposesKejriwal Gujarat model means country's most beautiful river front and Delhi model means country's most polluted river.......,gujarat model mean countrys beautiful river front delhi model mean countrys pollute river,negative,criticism
tweets_Austin_alph,"The difference between Delhi and Gujarat model is that riots stopped in Gujarat from 2002 and riots started in Delhi from 2015
 #KapilExposesKejriwal",difference delhi gujarat model riot stop gujarat 2002 riot start delhi 2015,negative,criticism
tweets_Sarthika50,"This is just not acceptable at any cost
#KapilExposesKejriwal",not acceptable cost,negative,criticism
tweets_Gitanjaali_,Fine to expose this agenda one of matter not happen fulfill and here come before the touch of end #KapilExposesKejriwal,fine expose agenda matter not happen fulfill come touch end,negative,criticism
tweets_memesadda12,The difference between Delhi and Gujarat model is that riots stopped in Gujarat from 2002 and riots started in Delhi from 2015 #KapilExposesKejriwal,difference delhi gujarat model riot stop gujarat 2002 riot start delhi 2015,negative,criticism
tweets_Mr_Deepak100,"Gujarat has more population than Delhi. Up to 60% of the people in Delhi do not have access to tap water. What promise are you talking about?
#KapilExposesKejriwal",gujarat population delhi 60 people delhi not access tap water promise talk,negative,criticism
tweets_Annya7055,Hey tweeps do you know that Kejriwal model means the world's most polluted city. Kejriwal Govt job hasn't done anything for the development of Delhi. #KapilExposesKejriwal,hey tweeps know kejriwal model mean world pollute city kejriwal govt job hasnt anything development delhi,negative,criticism
tweets_vamoskalyan,"Promises to distribute money for free, the reality is that employees also stop getting salary
#KapilExposesKejriwal",promise distribute money free reality employee also stop get salary,negative,criticism
tweets_Suryasingham123,The difference between Delhi and Gujarat model is that riots stopped in Gujarat from 2002 and riots started in Delhi from 2015 #KapilExposesKejriwal,difference delhi gujarat model riot stop gujarat 2002 riot start delhi 2015,negative,criticism
tweets_payal_ll,Really��?��?Having said that before the aap of delhi is doing big for others not indian but everyone ignored noe he felt  #KapilExposesKejriwal,reallyhaving say aap delhi big others not indian everyone ignore noe felt,negative,criticism
tweets_khushi9794,"As wecan see that Gujrat model is one of the best model and Delhi have very bad model. Delhi is very much polluted state.

#KapilExposesKejriwal",wecan see gujrat model best model delhi bad model delhi much pollute state,negative,criticism
tweets_kapilfanme,"Delhi government doing lot of wrong activities, now they are exposed!! #KapilExposesKejriwal",delhi government lot wrong activity expose,negative,criticism
tweets_111Sanu,The difference between me to wo phone to make a chance Delhi and Gujarat model is that riots stopped in Gujarat from 2002 and riots started in Delhi from 2015 #KapilExposesKejriwal,difference wo phone make chance delhi gujarat model riot stop gujarat 2002 riot start delhi 2015,negative,criticism
tweets_jaatshiv12,"Gujarat model means country's most beautiful river front and Delhi model means country's most polluted river
 #KapilExposesKejriwal",gujarat model mean countrys beautiful river front delhi model mean countrys pollute river,negative,criticism
tweets_sonurathorarman,"We see lots of riot in gujarta earlier but not now but all happens in delhi
#KapilExposesKejriwal",see lot riot gujarta earlier not happen delhi,negative,criticism
tweets_Anushre95119606,"Delhi is the capital of India but  the condition of Delhi is right now very worst.  Needed much more improvement.
#KapilExposesKejriwal",delhi capital india condition delhi right worst need much improvement,negative,criticism
tweets_AmanSharmaIND,Their school model is totally useless or the whole country is being scolded that Delhi's school is the best. #KapilExposesKejriwal,school model totally useless whole country scold delhis school best,negative,criticism
tweets_Ravimalikjil,Hey tweeps do you know that Kejriwal model means the world's most polluted city. Kejriwal Govt hasn't done anything for the development of Delhi. #KapilExposesKejriwal,hey tweeps know kejriwal model mean world pollute city kejriwal govt hasnt anything development delhi,negative,criticism
tweets_AnkushK36837793,"Kapil Mishra always said that he is a fake man and cm of Delhi and now exposed in Gujarat 
#KapilExposesKejriwal",kapil mishra always say fake man cm delhi expose gujarat,negative,criticism
tweets_shruti4126,This government has not done a single thing for people #KapilExposesKejriwal,government not single thing people,negative,criticism
tweets_PSPKDieHard5,"#KapilExposesKejriwal
What is this kejriwal.. so many wrong works done under your government",kejriwal many wrong work government,negative,criticism
tweets_ayanali9563,I'm so disappointed with this kind behaviour by kejriwal ji. Nothing else matters the most other than this #KapilExposesKejriwal,im disappointed kind behaviour kejriwal ji nothing else matter,negative,criticism
tweets_Richa8840,"During the time of Karuna, when the oxygen in Delhi was reduced, then the Gujarat government supplied oxygen in Delhi, which Kapil Mishra ji will surely tell.
#KapilExposesKejriwal",time karuna oxygen delhi reduce gujarat government supply oxygen delhi kapil mishra ji surely tell,negative,criticism
tweets_alaiza_mukherje,"It's high time Kejriwal govt should do something important and better for the Delhi people. Free ki cheezein kab tak baatoge ? 
#KapilExposesKejriwal",high time kejriwal govt something important well delhi people free ki cheezein kab tak baatoge,negative,criticism
tweets_ApkePyaarMein,"We are not tolerate anymore kejriwal is doing very bad work.
#KapilExposesKejriwal",not tolerate anymore kejriwal bad work,negative,criticism
tweets_2AMgossipp,"Kejirwal has exposed by kapil. Now everyone know the true color of kejirwal. Shame on him. 
#KapilExposesKejriwal",kejirwal expose kapil everyone know true color kejirwal shame,negative,criticism
tweets_BHARAT_VERMA_,"Like Arvind Kejriwal is making the people of Delhi involved in all their illegal activities by deceiving them. 

#KapilExposesKejriwal",like arvind kejriwal make people delhi involved illegal activity deceive,negative,criticism
tweets_rachita_here,"Former AAP member and BJP's minister Kapil Mishra put allegations on CM Kejriwal and Manish sisodiya that they have supported saheen bagh and jamia milia riots.
 #KapilExposesKejriwal",former aap member bjps minister kapil mishra put allegation cm kejriwal manish sisodiya support saheen bagh jamia milium riot,negative,criticism
tweets_amit_kalu_jp123,"Delhi model means Beer instead of Dhokla, Rum instead of Fafda, Wine instead of Khakhra, Charas Ganja instead of Kadhi, Liquor instead of Dabeli, Broom instead of Sudarshan Chakra, Shaheen Bagh instead of Somnath, Zafarabad instead of Dwarka.
 #KapilExposesKejriwal",delhi model mean beer instead dhokla rum instead fafda wine instead khakhra chara ganja instead kadhi liquor instead dabeli broom instead sudarshan chakra shaheen bagh instead somnath zafarabad instead dwarka,negative,criticism
tweets_Ashish_bothra_,"Every point was valid , I'm sure Kejriwal will have no answers to that. 
#KapilExposesKejriwal",every point valid im sure kejriwal answer,negative,criticism
tweets_gillnancy518,"Delhi sarkaar ne jo jo vaade kite the election ke time kya wo sb pure kiye? New schools new colleges kya bnaye unhone?
#KapilExposesKejriwal",delhi sarkaar ne jo jo vaade kite election ke time kya wo sb pure kiye new school new college kya bnaye unhone,negative,criticism
tweets_maaya_nagri,"Well said kapil sir , they don't want to do anything , just throw the stone on others
#KapilExposesKejriwal",well say kapil sir dont want anything throw stone others,negative,criticism
tweets_Vinci_03_,"Aam Aadmi party should work according to their promises done at the time of elections. But they are busy in doing corruption.
#KapilExposesKejriwal",aam aadmi party work accord promise time election busy corruption,negative,criticism
tweets_KamalPandeyIND,"Big money is distributed for free, the reality is that it also stops the salary of the employees and wants to rob Delhi.  #KapilExposesKejriwal",big money distribute free reality also stop salary employee want rob delhi,negative,criticism
tweets_Pakhi60041926,"This is a great news that kejriwal's truth are in front of people . We will not going to support him anymore. 
#KapilExposesKejriwal",great news kejriwals truth front people not go support anymore,negative,criticism
tweets_Rahulydvji,"This exactly done in our country but no one cares. But their have man who cares
#KapilExposesKejriwal",exactly country care man care,negative,criticism
tweets_Shivam9120050,"Kejriwal is talking about Gujarat model, while he has not done anything in Delhi is fooling everyone, I already believed that it is completely useless.
#KapilExposesKejriwal",kejriwal talk gujarat model not anything delhi fool everyone already believe completely useless,negative,criticism
